Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Maruti Wagon,Jaipur,2010.0,70000.0,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,Black/Silver,5.0,4.0,,2.27
Honda City,Bangalore,2012.0,72000.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5.0,4.0,,5.75
Maruti Ritz,Hyderabad,2010.0,68000.0,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,Black/Silver,5.0,4.0,,3.2
Ford Figo,Jaipur,2013.0,51000.0,Diesel,Manual,First,20.0 kmpl,1399 CC,68.1 bhp,White,5.0,4.0,,2.5
Hyundai i10,Coimbatore,2014.0,60138.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,White,5.0,4.0,,4.09
Maruti Swift,Delhi,2015.0,76128.0,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,5.5
Hyundai Santa,Bangalore,2012.0,43000.0,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,Black/Silver,7.0,5.0,,10.75
Skoda Octavia,Ahmedabad,2014.0,50000.0,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.6 bhp,Others,5.0,4.0,,13.5
Honda City,Pune,2014.0,71000.0,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,White,5.0,4.0,,7.45
Maruti Alto,Jaipur,2017.0,18491.0,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,Others,5.0,4.0,,3.9
Mercedes-Benz S-Class,Bangalore,2011.0,47140.0,Diesel,Automatic,Second,13.5 kmpl,2925 CC,281.61 bhp,Black/Silver,5.0,4.0,1.71 Cr,30.0
Nissan Micra,Kolkata,2011.0,43000.0,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,White,5.0,4.0,,2.13
Honda City,Delhi,2011.0,60000.0,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,Black/Silver,5.0,4.0,,4.45
Renault KWID,Jaipur,2016.0,4152.0,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,White,5.0,4.0,,3.15
Tata Manza,Pune,2012.0,148000.0,Diesel,Manual,Second,21.12 kmpl,1248 CC,88.8 bhp,White,5.0,4.0,,2.9
BMW 3,Kolkata,2011.0,70000.0,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Others,5.0,4.0,43.81 Lakh,10.3
Maruti Ertiga,Mumbai,2018.0,18000.0,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,Others,7.0,5.0,,8.25
Hyundai Santro,Kolkata,2008.0,45500.0,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,Others,5.0,4.0,,1.17
Ford EcoSport,Mumbai,2017.0,22695.0,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,White,5.0,4.0,,8.5
Maruti Alto,Kolkata,2016.0,24300.0,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Black/Silver,5.0,4.0,,2.44
Honda Amaze,Kochi,2014.0,66355.0,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,Black/Silver,5.0,4.0,,4.12
Chevrolet Beat,Chennai,2012.0,75300.0,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,Black/Silver,5.0,4.0,,2.25
Maruti Ciaz,Jaipur,2015.0,65218.0,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,Others,5.0,4.0,,7.4
Mercedes-Benz S,Mumbai,2006.0,103000.0,Petrol,Automatic,First,10.13 kmpl,3498 CC,364.9 bhp,Others,5.0,4.0,,8.85
Maruti S,Bangalore,2015.0,55392.0,Diesel,Manual,Second,23.65 kmpl,1248 CC,,Others,5.0,4.0,,8.25
Maruti Swift,Jaipur,2015.0,50000.0,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,Others,5.0,4.0,,5.7
Datsun redi-GO,Coimbatore,2017.0,27509.0,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,Black/Silver,5.0,4.0,4.04 Lakh,3.31
Hyundai i20,Chennai,2017.0,12000.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,White,5.0,4.0,,7.3
Maruti Swift,Delhi,2013.0,40000.0,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,Black/Silver,5.0,4.0,,4.25
Tata Indigo,Chennai,2015.0,100073.0,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,White,5.0,4.0,,2.0
Toyota Innova,Delhi,2014.0,77795.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Others,8.0,5.0,,9.5
Maruti Swift,Ahmedabad,2012.0,65000.0,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5.0,4.0,,3.9
Honda City,Pune,2013.0,100000.0,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Others,5.0,4.0,,6.25
Tata Bolt,Hyderabad,2017.0,40000.0,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,Others,5.0,4.0,7.43 Lakh,5.25
Honda City,Coimbatore,2004.0,186679.0,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,Black/Silver,5.0,4.0,,1.76
Ford Figo,Kolkata,2012.0,60000.0,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,Black/Silver,5.0,4.0,,2.1
Hyundai EON,Hyderabad,2017.0,31829.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5.0,4.0,,3.65
Hyundai i20,Mumbai,2018.0,17000.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5.0,4.0,,6.5
Mahindra Jeep,Chennai,2002.0,75000.0,Diesel,Manual,First,0.0 kmpl,2112 CC,null bhp,Black/Silver,6.0,5.0,,1.7
Maruti Wagon,Kolkata,2017.0,17000.0,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,Others,5.0,4.0,5.8 Lakh,3.95
Maruti Swift,Delhi,2018.0,11500.0,Diesel,Automatic,First,28.4 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,7.5
Mahindra Xylo,Coimbatore,2014.0,67771.0,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,Black/Silver,8.0,5.0,,7.06
Fiat Siena,Jaipur,2001.0,70000.0,Petrol,Manual,Third,0.0 kmpl,1242 CC,null bhp,White,5.0,4.0,,0.55
Mercedes-Benz GLE,Coimbatore,2018.0,40129.0,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,Black/Silver,5.0,4.0,95.13 Lakh,70.8
Volkswagen Polo,Hyderabad,2015.0,75600.0,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Black/Silver,5.0,4.0,,5.8
Hyundai Getz,Coimbatore,2007.0,66800.0,Petrol,,,15.3 kmpl,1341 CC,83 bhp,Others,5.0,4.0,,2.2
Renault Scala,Hyderabad,2013.0,130000.0,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,White,5.0,4.0,,4.75
Ford Classic,Chennai,2014.0,83500.0,Diesel,Manual,Second,19.68 kmpl,1399 CC,67 bhp,White,5.0,4.0,,3.0
Maruti Celerio,Pune,2016.0,38009.0,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Others,5.0,4.0,,4.25
Renault KWID,Hyderabad,2016.0,48000.0,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5.0,4.0,,3.4
Toyota Fortuner,Jaipur,2015.0,59000.0,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,Others,7.0,5.0,,23.0
Maruti Swift,Pune,2007.0,121000.0,Diesel,Manual,Second,17.8 kmpl,1248 CC,null bhp,White,5.0,4.0,,2.35
Hyundai i10,Jaipur,2015.0,43571.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5.0,4.0,,3.55
Mercedes-Benz GLA,Kochi,2017.0,72524.0,Diesel,Automatic,Second,17.9 kmpl,2143 CC,136 bhp,White,5.0,4.0,,18.06
Jaguar XF,Coimbatore,2016.0,47877.0,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,White,5.0,4.0,,35.68
Volkswagen Vento,Kochi,2012.0,60818.0,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,Others,5.0,4.0,11.05 Lakh,3.59
Audi A4,Kochi,2015.0,13506.0,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,Others,5.0,4.0,50.4 Lakh,21.66
Maruti Zen,Kolkata,2009.0,37000.0,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,White,5.0,4.0,,1.0
Mercedes-Benz E-Class,Coimbatore,2016.0,43252.0,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,Others,5.0,4.0,,34.18
Hyundai Creta,Bangalore,2015.0,29000.0,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,White,5.0,4.0,,13.0
Hyundai Verna,Pune,2010.0,51000.0,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,Black/Silver,5.0,4.0,,3.1
Maruti Swift,Hyderabad,2014.0,61922.0,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,Black/Silver,5.0,4.0,,5.3
Chevrolet Aveo,Kolkata,2007.0,42000.0,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,Black/Silver,5.0,4.0,,0.75
Maruti Swift,Ahmedabad,2017.0,26000.0,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,Others,5.0,4.0,,7.5
Ford Ecosport,Kochi,2016.0,31826.0,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5.0,4.0,,8.24
Hyundai Creta,Kochi,2018.0,41641.0,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,Black/Silver,5.0,4.0,,10.82
Ford Figo,Chennai,2011.0,56500.0,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,Others,5.0,4.0,,2.9
Volkswagen Jetta,Mumbai,2012.0,78000.0,Diesel,Manual,First,19.33 kmpl,1968 CC,138.1 bhp,White,5.0,4.0,,6.5
Maruti Alto,Hyderabad,2011.0,28619.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,White,5.0,4.0,,2.4
Hyundai i20,Chennai,2009.0,69000.0,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,White,5.0,4.0,,2.4
Mercedes-Benz E-Class,Delhi,2011.0,70000.0,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,Others,5.0,4.0,,13.0
Maruti Celerio,Bangalore,2014.0,49800.0,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,White,5.0,4.0,,4.0
Renault KWID,Jaipur,2016.0,12500.0,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,White,5.0,4.0,,2.75
Ford Figo,Hyderabad,2010.0,108882.0,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,White,5.0,4.0,,2.4
Honda City,Hyderabad,2014.0,75578.0,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,Black/Silver,5.0,4.0,,7.0
Audi Q5,Hyderabad,2014.0,50000.0,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,Others,5.0,4.0,,35.0
Honda CR-V,Jaipur,2007.0,119000.0,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,Black/Silver,5.0,4.0,,3.91
Hyundai i10,Mumbai,2011.0,54000.0,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,Black/Silver,5.0,4.0,,2.9
Hyundai Creta,Coimbatore,2019.0,54321.0,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,Black/Silver,5.0,4.0,,13.54
Mahindra Scorpio,Delhi,2015.0,61000.0,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,Others,8.0,5.0,,9.5
Maruti Wagon,Pune,2010.0,91000.0,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,White,5.0,4.0,,2.3
Hyundai Santro,Pune,2012.0,79000.0,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,White,5.0,4.0,,1.6
Hyundai i20,Mumbai,2017.0,3900.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5.0,4.0,,6.45
Mahindra Verito,Hyderabad,2013.0,107000.0,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,Others,5.0,4.0,9.12 Lakh,3.7
Honda Accord,Mumbai,2007.0,86000.0,Petrol,Manual,Third,11.9 kmpl,2354 CC,144 bhp,Others,5.0,4.0,,1.85
Mahindra XUV500,Mumbai,2012.0,37000.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7.0,5.0,,7.75
Toyota Fortuner,Kochi,2019.0,21719.0,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,White,7.0,5.0,37.38 Lakh,33.13
Maruti Baleno,Chennai,2017.0,46663.0,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,Others,5.0,4.0,,6.95
Audi Q3,Bangalore,2014.0,65630.0,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,Others,5.0,4.0,,21.75
Honda Brio,Bangalore,2014.0,43521.0,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Black/Silver,5.0,4.0,,4.25
Hyundai Verna,Kolkata,2011.0,36226.0,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,Black/Silver,5.0,4.0,,2.95
Renault Duster,Bangalore,2014.0,70000.0,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,White,5.0,4.0,15.01 Lakh,8.25
Toyota Etios,Coimbatore,2013.0,27075.0,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,Others,5.0,4.0,,4.95
Hyundai i10,Coimbatore,2013.0,64466.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Black/Silver,5.0,4.0,,3.96
Audi A4,Coimbatore,2015.0,44811.0,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,White,5.0,4.0,,25.81
Toyota Innova,Bangalore,2007.0,127079.0,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Black/Silver,7.0,4.0,,6.99
BMW X1,Ahmedabad,2014.0,82002.0,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,Others,5.0,4.0,,18.5
Maruti SX4,Hyderabad,2016.0,82497.0,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,Others,5.0,4.0,,8.99
Mahindra XUV500,Delhi,2017.0,13363.0,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,White,7.0,5.0,,12.0
Skoda Rapid,Pune,2013.0,64186.0,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,White,5.0,4.0,,3.76
Maruti Ertiga,Chennai,2015.0,40000.0,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,Black/Silver,7.0,5.0,,8.25
Skoda Rapid,Mumbai,2015.0,54000.0,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,Others,5.0,4.0,,6.11
Honda City,Pune,2012.0,66000.0,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5.0,4.0,,4.45
Volkswagen Vento,Chennai,2011.0,41000.0,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Others,5.0,4.0,,4.0
Toyota Fortuner,Bangalore,2015.0,150386.0,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,Others,7.0,5.0,39.6 Lakh,23.0
Hyundai i20,Ahmedabad,2010.0,65000.0,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,Others,5.0,4.0,,3.0
Hyundai i10,Kolkata,2012.0,58235.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5.0,4.0,,2.45
Maruti Ciaz,Coimbatore,2016.0,54268.0,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Others,5.0,4.0,,7.67
Datsun redi-GO,Kochi,2018.0,30953.0,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,Black/Silver,5.0,4.0,4.05 Lakh,3.48
Maruti Swift,Pune,2013.0,88000.0,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Others,5.0,4.0,,4.75
Renault Duster,Ahmedabad,2013.0,58000.0,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,White,5.0,4.0,,5.2
Hyundai EON,Chennai,2012.0,45000.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,White,5.0,4.0,,2.5
Mercedes-Benz E-Class,Kolkata,2014.0,34233.0,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,Others,5.0,4.0,,22.5
Hyundai i20,Bangalore,2017.0,43000.0,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,Others,5.0,4.0,,8.2
Renault Duster,Hyderabad,2015.0,63000.0,Diesel,Manual,Second,19.72 kmpl,1461 CC,108.45 bhp,Others,5.0,4.0,,8.2
Maruti Swift,Delhi,2013.0,72486.0,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,3.95
Ford Figo,Mumbai,2014.0,54000.0,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,White,5.0,4.0,,3.25
Volkswagen Polo,Mumbai,2011.0,46759.0,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,White,5.0,4.0,,2.55
Audi A6,Chennai,2015.0,20000.0,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,Others,5.0,4.0,67.67 Lakh,35.5
Volkswagen Ameo,Jaipur,2016.0,58095.0,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,Black/Silver,5.0,4.0,9.19 Lakh,5.8
Maruti Wagon,Kolkata,2011.0,37000.0,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,White,5.0,4.0,,2.1
Mahindra XUV500,Kolkata,2013.0,55886.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7.0,5.0,,7.25
Maruti Ertiga,Jaipur,2014.0,98000.0,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,Others,7.0,5.0,,5.5
Ford Ecosport,Mumbai,2013.0,38000.0,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,Black/Silver,5.0,4.0,,6.25
BMW 3,Bangalore,2009.0,70521.0,Petrol,Automatic,Second,10.9 kmpl,2497 CC,215 bhp,Black/Silver,5.0,4.0,,10.3
Hyundai i20,Coimbatore,2015.0,29634.0,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,Black/Silver,5.0,4.0,,6.0
Maruti Ertiga,Ahmedabad,2012.0,28002.0,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,Others,7.0,5.0,,5.75
BMW 3,Hyderabad,2015.0,10000.0,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,Black/Silver,5.0,4.0,,30.0
Maruti Wagon,Hyderabad,2012.0,72389.0,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,Others,5.0,4.0,,3.2
Honda City,Ahmedabad,2018.0,14000.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,11.25
Hyundai Xcent,Pune,2015.0,58000.0,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,Others,5.0,4.0,,5.5
Hyundai i10,Coimbatore,2012.0,43766.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,4.3
Maruti Wagon,Mumbai,2018.0,1997.0,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,White,5.0,4.0,6.14 Lakh,4.45
BMW 5,Delhi,2013.0,65000.0,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,Others,5.0,4.0,67.87 Lakh,21.26
Mahindra Scorpio,Pune,2017.0,66988.0,Diesel,Automatic,First,15.4 kmpl,2179 CC,120 bhp,Others,7.0,5.0,,10.0
Honda City,Jaipur,2009.0,89000.0,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,White,5.0,4.0,,3.71
Honda City,Mumbai,2014.0,57004.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,5.35
Jaguar XF,Hyderabad,2011.0,78000.0,Diesel,Automatic,Second,14.74 kmpl,2993 CC,270.9 bhp,Others,5.0,4.0,,24.0
Maruti Alto,Pune,2015.0,59525.0,CNG,Manual,Second,32.26 km/kg,998 CC,58.2 bhp,White,4.0,4.0,,3.1
Ford Figo,Hyderabad,2016.0,71000.0,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,Black/Silver,5.0,4.0,,5.1
Jaguar XF,Bangalore,2011.0,65000.0,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,White,5.0,4.0,,16.0
Hyundai EON,Jaipur,2016.0,27886.0,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,Others,5.0,4.0,,2.85
Nissan Sunny,Pune,2013.0,8000.0,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,Black/Silver,5.0,4.0,,3.75
Mitsubishi Pajero,Hyderabad,2018.0,12000.0,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,Others,7.0,5.0,33.91 Lakh,28.0
Maruti Swift,Kolkata,2014.0,32000.0,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,4.35
Fiat Grande,Pune,2014.0,74500.0,Diesel,Manual,First,21.2 kmpl,1248 CC,75 bhp,Black/Silver,5.0,4.0,,3.3
Volkswagen Vento,Hyderabad,2011.0,108626.0,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Others,5.0,4.0,,3.65
Audi Q3,Bangalore,2015.0,38000.0,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,Black/Silver,5.0,4.0,,29.0
Hyundai Santro,Chennai,2010.0,115000.0,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,White,5.0,4.0,,1.5
Honda City,Pune,2017.0,42000.0,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,16.84 Lakh,12.0
Hyundai Accent,Delhi,2012.0,56000.0,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,White,5.0,4.0,,2.45
Honda Civic,Hyderabad,2011.0,55000.0,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,Black/Silver,5.0,4.0,,5.0
Maruti Vitara,Kochi,2018.0,32539.0,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5.0,4.0,8.63 Lakh,8.39
Maruti Alto,Ahmedabad,2007.0,72000.0,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,Others,5.0,4.0,,1.2
Chevrolet Sail,Mumbai,2014.0,10000.0,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,Black/Silver,5.0,4.0,,5.5
Ford Figo,Pune,2016.0,54000.0,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,White,5.0,4.0,,5.0
Mitsubishi Pajero,Coimbatore,2015.0,53497.0,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,White,7.0,5.0,34.6 Lakh,16.42
Hyundai i10,Kochi,2016.0,21456.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,4.55
Honda City,Kolkata,2015.0,32000.0,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,White,5.0,4.0,,5.5
Maruti Alto,Kochi,2015.0,37929.0,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Black/Silver,5.0,4.0,4.09 Lakh,3.69
Maruti Ritz,Hyderabad,2014.0,32500.0,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,Others,5.0,4.0,,4.05
BMW 5,Coimbatore,2016.0,63111.0,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,White,5.0,4.0,,30.8
Hyundai Santro,Hyderabad,2008.0,80931.0,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,White,5.0,4.0,,2.3
Mercedes-Benz E-Class,Mumbai,2013.0,50319.0,Petrol,Automatic,First,12.0 kmpl,1991 CC,181.03 bhp,Others,5.0,4.0,,21.95
Skoda Rapid,Delhi,2012.0,62000.0,Diesel,Manual,Second,20.5 kmpl,1598 CC,103.5 bhp,Black/Silver,5.0,4.0,,3.0
Porsche Panamera,Hyderabad,2013.0,40000.0,Diesel,,,17.85 kmpl,2967 CC,300 bhp,Black/Silver,4.0,4.0,,45.0
Chevrolet Beat,Kolkata,2015.0,120000.0,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,Black/Silver,5.0,4.0,,2.5
Hyundai i10,Jaipur,2013.0,46230.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Others,5.0,4.0,,3.1
Mercedes-Benz E-Class,Chennai,2017.0,34000.0,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,Others,5.0,4.0,,36.0
Maruti Zen,Hyderabad,2012.0,59293.0,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,Black/Silver,5.0,4.0,,2.7
Hyundai Creta,Pune,2017.0,38767.0,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,Black/Silver,5.0,4.0,,12.6
Ford Figo,Kochi,2017.0,23977.0,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,Others,5.0,4.0,,5.38
Maruti Baleno,Pune,2017.0,33000.0,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,Black/Silver,5.0,4.0,,7.25
Hyundai i10,Kolkata,2011.0,43000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5.0,4.0,,2.49
Maruti Alto,Pune,2013.0,30000.0,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Black/Silver,5.0,4.0,,2.5
Mahindra Xylo,Chennai,2016.0,85000.0,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,Others,7.0,5.0,11.67 Lakh,6.15
Audi Q3,Pune,2015.0,110000.0,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,Black/Silver,5.0,4.0,,19.0
Audi A4,Bangalore,2013.0,76000.0,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,Others,5.0,4.0,,18.25
Audi Q7,Coimbatore,2014.0,102865.0,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,White,7.0,5.0,,30.5
Maruti Swift,Hyderabad,2016.0,64000.0,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,White,5.0,4.0,,5.99
Audi A4,Hyderabad,2015.0,30000.0,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,White,5.0,4.0,,27.0
Honda WR-V,Kochi,2019.0,13913.0,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,White,5.0,4.0,9.36 Lakh,8.2
Hyundai i20,Kochi,2015.0,56847.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,White,5.0,4.0,,7.2
